Ref Fournisseur,Nom Produit (FR),Nom Produit (EN),Fabricant,Discipline (Parent),Categorie,Category ID,Statut
A2.4220,Double Crochet de Ferron,Ferron Double Hook,fci,Ophtalmologie,Instruments,oph-instruments,active
BONSDECO,Instruments Décompression Orbitaire,Orbital Decompression Instruments,fci,Ophtalmologie,Instruments,oph-instruments,active
COUTEAUX,Couteaux Chirurgicaux Ophtalmiques,Ophthalmic Surgical Knives,fci,Ophtalmologie,Instruments,oph-instruments,active
PINCEGLA,Pinces Chirurgie Glaucome,Glaucoma Surgery Forceps,fci,Ophtalmologie,Instruments,oph-instruments,active
PINCEPTO,Pinces Chirurgie Ptosis,Ptosis Surgery Forceps,fci,Ophtalmologie,Instruments,oph-instruments,active
18153,"Hydrodissection Canule(ø 25G, Angulé)","Hydrodissection Cannula(ø 25G, Angled)",moria,Ophtalmologie,Instruments,oph-instruments,active
19161,ALTK Artificial Chamber Base (pour Kératoplastie),ALTK Artificial Chamber Base (for Keratoplasty),moria,Ophtalmologie,Instruments,oph-instruments,active
19175,One Use-plus Handpiece pour Artificial Chamber (pour DSAEK Chirurgie),One Use-plus Handpiece for Artificial Chamber (for DSAEK Surgery),moria,Ophtalmologie,Instruments,oph-instruments,active
20010,LASIK Cleaver Spatule (pour LASIK),LASIK Cleaver Spatula (for LASIK),moria,Ophtalmologie,Instruments,oph-instruments,active
20016,Renard Cornéen Dissector Spatule (pour Kératoplastie),Renard Corneal Dissector Spatula (for Keratoplasty),moria,Ophtalmologie,Instruments,oph-instruments,active
20022,Micro-dissector (pour DMEK),Micro-dissector (for DMEK),moria,Ophtalmologie,Instruments,oph-instruments,active
2420A,"Prince-blascovics Pince (right Side, pour Strabismus)","Prince-blascovics Forceps (right Side, for Strabismus)",moria,Ophtalmologie,Instruments,oph-instruments,active
2420B,"Prince-blascovics Pince (left Side, pour Strabismus)","Prince-blascovics Forceps (left Side, for Strabismus)",moria,Ophtalmologie,Instruments,oph-instruments,active
3222,"Jayle Pince (7-mm Tying Platforms, 0.8-mm Teeth)","Jayle Forceps (7-mm Tying Platforms, 0.8-mm Teeth)",moria,Ophtalmologie,Instruments,oph-instruments,active
4180B,"Barraquer Porte-aiguille (sans Verrouillage, 1.5-mm Mors Courbes)","Barraquer Needle-holder (non-locking, 1.5-mm Curved Jaws)",moria,Ophtalmologie,Instruments,oph-instruments,active
9604,"Troutman Pince (8-mm Platforms, Droit)","Troutman Forceps (8-mm Platforms, Straight)",moria,Ophtalmologie,Instruments,oph-instruments,active
9605,"Troutman Pince (7.5-mm Platforms, Courbe)","Troutman Forceps (7.5-mm Platforms, Curved)",moria,Ophtalmologie,Instruments,oph-instruments,active
M1815AK,"Kelman-mac Pherson Pince (7-mm Platforms, Angulé Mors)","Kelman-mac Pherson Forceps (7-mm Platforms, Angled Jaws)",moria,Ophtalmologie,Instruments,oph-instruments,active
M2002C,Corydon Pince-1.8 Mm (1.8-mm Incision),Corydon Forceps-1.8 Mm (1.8-mm Incision),moria,Ophtalmologie,Instruments,oph-instruments,active
MC26,"Dowell Ciseaux (droit, Pointed Lames)","Dowell Scissors (straight, Pointed Blades)",moria,Ophtalmologie,Instruments,oph-instruments,active
TI9960,"Troutman-o'brien Porte-aiguille (sans Verrouillage, 0.8-mm Mors Courbes, Titane)","Troutman-o'brien Needle-holder (non-locking, 0.8-mm Curved Jaws, Titanium)",moria,Ophtalmologie,Instruments,oph-instruments,active
OACF-15,ACCESSOIRES POUR VERRES D'EXAMEN OCULAIRE,Ophthalmic Lens Accessories,ocular,Ophtalmologie,Instruments,oph-instruments,active
OACF-17,ACCESSOIRES POUR VERRES D'EXAMEN OCULAIRE,Ophthalmic Lens Accessories,ocular,Ophtalmologie,Instruments,oph-instruments,active
OACF4-15,ACCESSOIRES POUR VERRES D'EXAMEN OCULAIRE,Ophthalmic Lens Accessories,ocular,Ophtalmologie,Instruments,oph-instruments,active
OCFA4-17,ACCESSOIRES POUR VERRES D'EXAMEN OCULAIRE,Ophthalmic Lens Accessories,ocular,Ophtalmologie,Instruments,oph-instruments,active
OCU-MKBIIKN1,LENTILLES POUR LASER OPHTALMOLOGIQUE,Ophthalmic Laser Lenses,ocular,Ophtalmologie,Instruments,oph-instruments,active
OCU-MKBIIKQ9,LENTILLES INDIRECTES POUR DIAGNOSTIC ET CHIRURGIE,Indirect Lenses for Diagnosis and Surgery,ocular,Ophtalmologie,Instruments,oph-instruments,active
OCU-MKBIIKV0,VERRES D'EXAMENS OPHTALMOLOGIQUE,Ophthalmic Examination Lenses,ocular,Ophtalmologie,Instruments,oph-instruments,active
OCU-MKBIIKYJ,DIAGNOSTIC LENSES,Diagnostic Lenses,ocular,Ophtalmologie,Instruments,oph-instruments,active
OLPR-SUS OLPR-SUS-2,ACCESSOIRES POUR VERRES D'EXAMEN OCULAIRE,Ophthalmic Lens Accessories,ocular,Ophtalmologie,Instruments,oph-instruments,active
OLTA-2,ACCESSOIRES POUR VERRES D'EXAMEN OCULAIRE,Ophthalmic Lens Accessories,ocular,Ophtalmologie,Instruments,oph-instruments,active
OLTCW,LENTILLE DE FENETRE CORNEENNE TEMPORAIRE,Temporary Corneal Window Lens,ocular,Ophtalmologie,Instruments,oph-instruments,active
12-202,"12-202-25DP Jetable Vitréorétinien Ciseaux Verticaux, 25 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-202-25DP Disposable Vitreoretinal Vertical Scissors, 25 Ga, Plastic Handle 360ᵒ, 6 Per Box",rumex,Ophtalmologie,Instruments,oph-instruments,active
12-209,"12-209-27DP Jetable Vitréorétinien Ciseaux Courbes, 27 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-209-27DP Disposable Vitreoretinal Curved Scissors, 27 Ga, Plastic Handle 360ᵒ, 6 Per Box",rumex,Ophtalmologie,Instruments,oph-instruments,active
12-211,"12-211-27DP Jetable Vitréorétinien Ciseaux Droits, 27 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-211-27DP Disposable Vitreoretinal Straight Scissors, 27 Ga, Plastic Handle 360ᵒ, 6 Per Box",rumex,Ophtalmologie,Instruments,oph-instruments,active
12-304,"12-304-27DP Jetable Vitréorétinien Pince de Préhension avec un crocodile Plateforme, 27 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-304-27DP Disposable Vitreoretinal Gripping Forceps with a crocodile Platform, 27 Ga, Plastic Handle 360ᵒ, 6 Per Box",rumex,Ophtalmologie,Instruments,oph-instruments,active
12-410,"12-410-27DP Jetable Vitréorétinien Eckardt End-pince de Préhension, 27 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-410-27DP Disposable Vitreoretinal Eckardt End-gripping Forceps, 27 Ga, Plastic Handle 360ᵒ, 6 Per Box",rumex,Ophtalmologie,Instruments,oph-instruments,active
3-0231,"3-0231 Abdullayev Marqueur Cornéen pour Kératoplastie, à Double Extrémité (10.00 Mm et 11.00 Mm Diameters), avec Central Marking Point, Longueur 146 Mm, Round Titane Manche","3-0231 Abdullayev Corneal Marker for Keratoplasty, Double-ended (10.00 Mm and 11.00 Mm Diameters), with Central Marking Point, Length 146 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
3-024t,"3-024T Abdullayev I & II Marqueur (pour Dsaek/dmek Grafts), Titane, Longueur 125 Mm","3-024T Abdullayev I & II Marker (for Dsaek/dmek Grafts), Titanium, Length 125 Mm",rumex,Ophtalmologie,Instruments,oph-instruments,active
3-183t,"3-183T LRI Marqueur, Intra-op, 30, 45 et 60 Degré Marks, Longueur 116 Mm, Titane","3-183T LRI Marker, Intra-op, 30, 45 and 60 Degree Marks, Length 116 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
3-204t,"3-204T John DSAEK à Double Extrémité Marqueur 8.00/9.00mm, Longueur 143 Mm, Titane","3-204T John DSAEK Double-ended Marker 8.00/9.00mm, Length 143 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
4-033s,"4-033S Small-incision Pince à Capsulorhexis avec Double Cross-action et Scale, Cystotome Embouts, Micro-thin Mors, pour 1.50 Mm Incisions, Flat Manche, Longueur 105 Mm, Acier Inoxydable","4-033S Small-incision Capsulorhexis Forceps with Double Cross-action and Scale, Cystotome Tips, Micro-thin Jaws, for 1.50 Mm Incisions, Flat Handle, Length 105 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
4-254s,"4-254S Lambright-abdullayev Ultrathin DSAEK Grasping/pince D'insertion, Longueur 105 Mm, Acier Inoxydable","4-254S Lambright-abdullayev Ultrathin DSAEK Grasping/inserting Forceps, Length 105 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
4-261s,"4-261S Abdullayev DMEK Pince de Préhension, Longueur 82 Mm, Acier Inoxydable","4-261S Abdullayev DMEK Grasping Forceps, Length 82 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
6-20,"6-20/6sk-146 Phaco Sapphire Couteau, Trapezoid Lame, 1.80/2.40 Mm, Longueur 135 Mm, Angulé Titane Manche","6-20/6sk-146 Phaco Sapphire Knife, Trapezoid Blade, 1.80/2.40 Mm, Length 135 Mm, Angled Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
6-322,"6-322/6-0531 LRI Diamond Couteau, 20° Trifacet Lame, 1.00 Mm, Calibration Mechanism avec 3 Preset Depths of 500, 550, et 600 Microns, Longueur 125 Mm, Titane Manche","6-322/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 1.00 Mm, Calibration Mechanism with 3 Preset Depths of 500, 550, and 600 Microns, Length 125 Mm, Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
6-500,"6-500/6-0531 LRI Diamond Couteau, 20° Trifacet Lame, 0.20/1.00 Mm, Preset Depth of 500 Microns, Longueur 110 Mm, Droit Titane Manche","6-500/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 0.20/1.00 Mm, Preset Depth of 500 Microns, Length 110 Mm, Straight Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
6-500s,"Couteau Diamant LRI 6-500s/6-0531, Lame Trifacet 20°, 0.20/1.00 Mm, Profondeur Préréglée 500 Microns, Pour Lampe à Fente, Longueur 78 Mm, Manche Court Titane","6-500s/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 0.20/1.00 Mm, Preset Depth of 500 Microns, to Be Used with a Slit Lamp, Length 78 Mm, Short Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
6-600,"6-600/6-0531 LRI Diamond Couteau, 20° Trifacet Lame, 0.20/1.00 Mm, Preset Depth of 600 Microns, Droit, Longueur 110 Mm, Titane Manche","6-600/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 0.20/1.00 Mm, Preset Depth of 600 Microns, Straight, Length 110 Mm, Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
6-600s,"Couteau Diamant LRI 6-600s/6-0531, Lame Trifacet 20°, 0.20/1.00 Mm, Profondeur Préréglée 600 Microns, Pour Lampe à Fente, Longueur 78 Mm, Manche Court Titane","6-600s/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 0.20/1.00 Mm, Preset Depth of 600 Microns, to Be Used with a Slit Lamp, Length 78 Mm, Short Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-0201t,"7-0201T Kansas-alfonso Nucleus Fragment Removing Pince, avec Teeth, Flat Manche, Longueur 107 Mm, Titane","7-0201T Kansas-alfonso Nucleus Fragment Removing Forceps, with Teeth, Flat Handle, Length 107 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-025t,"7-025T Ernest Nucleus Cracker, Flat Manche, Longueur 106 Mm, Titane","7-025T Ernest Nucleus Cracker, Flat Handle, Length 106 Mm, Titanium",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-063,"7-063 Nagahara Phaco Chopper, RHD, Dull Finish, Longueur 120 Mm, Round Titane Manche","7-063 Nagahara Phaco Chopper, RHD, Dull Finish, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-0631,"7-0631 Nagahara Phaco Chopper (RHD) & Drysdale Nucleus Manipulator, à Double Extrémité, Longueur 128 Mm, Round Titane Manche","7-0631 Nagahara Phaco Chopper (RHD) & Drysdale Nucleus Manipulator, Double-ended, Length 128 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-0631s,"7-0631S Nagahara Phaco Chopper & Drysdale Nucleus Manipulator, à Double Extrémité, Longueur 128 Mm, Acier Inoxydable","7-0631S Nagahara Phaco Chopper & Drysdale Nucleus Manipulator, Double-ended, Length 128 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-0634,"7-0634/i Lesieur Hydrochopper, 20 Ga, Round Manche, Longueur 105 Mm, Titane Manche","7-0634/i Lesieur Hydrochopper, 20 Ga, Round Handle, Length 105 Mm, Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-063d,"7-063D Jetable Nagahara Phaco Chopper, RHD, 6 Par Boîte","7-063D Disposable Nagahara Phaco Chopper, RHD, 6 Per Box",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-063s,"7-063S Nagahara Phaco Chopper, RHD, Dull Finish, Longueur 120 Mm, Acier Inoxydable","7-063S Nagahara Phaco Chopper, RHD, Dull Finish, Length 120 Mm, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-064,"7-064 Nagahara Phaco Chopper, LHD, Dull Finish, Longueur 120 Mm, Round Titane Manche","7-064 Nagahara Phaco Chopper, LHD, Dull Finish, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-065,"7-065 Rosen Phaco Chopper Universal, Angulé, Longueur 120 Mm, Round Titane Manche","7-065 Rosen Phaco Chopper Universal, Angled, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-065d,"7-065D Jetable Rosen Phaco Chopper, Universal, 6 Par Boîte","7-065D Disposable Rosen Phaco Chopper, Universal, 6 Per Box",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-065s,"7-065S Rosen Phaco Chopper, Universal, Angulé, Longueur 120 Mm, Round Manche, Acier Inoxydable","7-065S Rosen Phaco Chopper, Universal, Angled, Length 120 Mm, Round Handle, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-066,"7-066 Rosen Phaco Splitter, RHD, Wedge-shaped, 60° Angulé, Round Manche, Longueur 120 Mm, Round Titane Manche","7-066 Rosen Phaco Splitter, RHD, Wedge-shaped, 60° Angled, Round Handle, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-067,"7-067 Rosen Phaco Splitter, LHD, Wedge-shaped, 60° Angulé, Longueur 120 Mm, Round Titane Manche","7-067 Rosen Phaco Splitter, LHD, Wedge-shaped, 60° Angled, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-068,"7-068 Phaco Cleaver, RHD, Angulé, Longueur 120 Mm, Round Titane Manche","7-068 Phaco Cleaver, RHD, Angled, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-069,"7-069 Phaco Cleaver, LHD, Angulé, Longueur 120 Mm, Round Titane Manche","7-069 Phaco Cleaver, LHD, Angled, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-070,"7-070 Koch Nucleus Spatule, Courbe, Duck Bill Embouts avec Notches, Longueur 122 Mm, Round Titane Manche","7-070 Koch Nucleus Spatula, Curved, Duck Bill Tips with Notches, Length 122 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-072,"7-072 Nucleus Claw Chopper, Angulé, Round Manche, Longueur 120 Mm, Round Titane Manche","7-072 Nucleus Claw Chopper, Angled, Round Handle, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-074,"7-074 Intraoculaire Manipulator avec Ball Embout, Droit, 0.50 Mm Ball Embout, Longueur 123 Mm, Round Titane Manche","7-074 Intraocular Manipulator with Ball Tip, Straight, 0.50 Mm Ball Tip, Length 123 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-075,"7-075 Intraoculaire Manipulator avec Ball Embout, Angulé, 0.50 Mm Ball Embout, Longueur 121 Mm, Round Titane Manche","7-075 Intraocular Manipulator with Ball Tip, Angled, 0.50 Mm Ball Tip, Length 121 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-077,"7-077 Fukasaku Small Pupille Snapper Crochet et Chopper, Longueur 121 Mm, Round Titane Manche","7-077 Fukasaku Small Pupil Snapper Hook and Chopper, Length 121 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-079,"7-079 Double Phaco Spatule (small Pupille Snapper Crochet & Micro Finger), Longueur 132 Mm, Round Titane Manche","7-079 Double Phaco Spatula (small Pupil Snapper Hook & Micro Finger), Length 132 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-080,"7-080/st Droit I/un Embout, Acier Inoxydable","7-080/st Straight I/A Tip, Stainless Steel",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-081,"7-081-23 Irrigation Handpiece pour Bimanual Technique, Courbe, 23 Ga, Two Ports on Side 0.35 Mm, Longueur 105 Mm, Titane Manche","7-081-23 Irrigation Handpiece for Bimanual Technique, Curved, 23 Ga, Two Ports on Side 0.35 Mm, Length 105 Mm, Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-0811,"7-0811 Stodulka Enhanced Irrigation Handpiece pour Bimanual Technique, Courbe, 21 Ga, Two Ports on Side 0.50 X 1.00 Mm, Longueur 105 Mm, Titane Manche","7-0811 Stodulka Enhanced Irrigation Handpiece for Bimanual Technique, Curved, 21 Ga, Two Ports on Side 0.50 X 1.00 Mm, Length 105 Mm, Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-0813,"7-0813 Irrigation Handpiece pour Bimanual Technique, Courbe, 21 Ga, Two Ports on Side 0.50 Mm, Longueur 104 Mm, Titane Manche","7-0813 Irrigation Handpiece for Bimanual Technique, Curved, 21 Ga, Two Ports on Side 0.50 Mm, Length 104 Mm, Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-082,"7-082 Aspiration Handpiece pour Bimanual Technique, Courbe, 21 Ga, One Top Port 0.35 Mm, Longueur 104 Mm, Titane Manche","7-082 Aspiration Handpiece for Bimanual Technique, Curved, 21 Ga, One Top Port 0.35 Mm, Length 104 Mm, Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-0821,"7-0821-23 Aspiration Handpiece pour Bimanual Technique, Courbe, 23 Ga, One Top Port 0.35 Mm, Longueur 105 Mm, Titane Manche","7-0821-23 Aspiration Handpiece for Bimanual Technique, Curved, 23 Ga, One Top Port 0.35 Mm, Length 105 Mm, Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-093,"7-093 Drysdale Nucleus Manipulator, Angulé, Regular Embout, Round Manche, Longueur 121 Mm, Round Titane Manche","7-093 Drysdale Nucleus Manipulator, Angled, Regular Tip, Round Handle, Length 121 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-0931,"7-0931 Drysdale Nucleus Manipulator, Angulé, Capsule Polisher Embout, Round Manche, Longueur 121 Mm, Round Titane Manche","7-0931 Drysdale Nucleus Manipulator, Angled, Capsule Polisher Tip, Round Handle, Length 121 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-093d,"7-093D Jetable Drysdale Nucleus Manipulator, Angulé, 6 Par Boîte","7-093D Disposable Drysdale Nucleus Manipulator, Angled, 6 Per Box",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-097,"7-097 Micro Finger Chopper, Round Manche, Longueur 120 Mm, Round Titane Manche","7-097 Micro Finger Chopper, Round Handle, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-101,"7-101 Antérieur/postérieur Capsule Polisher, Angulé 135°, Longueur 120 Mm, Round Titane Manche","7-101 Anterior/posterior Capsule Polisher, Angled 135°, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
7-1061,"7-1061 He Phaco Chopper, RHD, 45° Angulé, Wedge-shaped, Longueur 120 Mm, Round Titane Manche","7-1061 He Phaco Chopper, RHD, 45° Angled, Wedge-shaped, Length 120 Mm, Round Titanium Handle",rumex,Ophtalmologie,Instruments,oph-instruments,active
